AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,Publica_1_Privada_0,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA (cod_curso),COD_IES,AMPLIACAOFORMACAO(NA),CPC FORMULA2013
DIREITO,BA,0,2012,"2,67","3,36","3,22","3,57","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,VALENCA,"5,00","2,40","3,00","0,67",33,42,2,40,"1,71","2,70"
DIREITO,BA,0,2012,"1,74","1,91","1,22","3,75","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,CAMACARI,"5,00","1,93","2,00","1,75",33,45,2,40,"1,86","1,75"
DIREITO,BA,0,2012,"0,80","1,08","0,00","1,25","0,75",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,JUAZEIRO,"5,00","0,00","1,00","0,00",44,51,2,40,"0,00","0,80"
HISTÓRIA (LICENCIATURA),BA,0,2011,"3,00","3,18","3,30","5,00","0,42",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,CONCEIÇÃO DO COITÉ,"5,00","2,03","4,00","3,21",31,39,2402,40,"2,50","2,98"
HISTÓRIA (LICENCIATURA),BA,0,2011,"2,73","2,81","3,18","4,50","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,ITABERABA,"5,00","2,56",Unidade com cursos não reconhecidos até 30/09/2012,"2,09",43,50,2402,40,"2,37","2,74"
HISTÓRIA (LICENCIATURA),BA,0,2011,"2,56","2,51","2,34","3,95","0,23",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,EUNÁPOLIS,"5,00","2,50",Unidade com cursos não reconhecidos até 30/09/2012,"4,57",28,39,2402,40,"3,33","2,53"
HISTÓRIA (LICENCIATURA),BA,0,2011,"2,16","2,08","1,68","4,60","0,93",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,ALAGOINHAS,"5,00","2,70",Unidade com cursos não reconhecidos até 30/09/2012,"1,23",26,41,2402,40,"2,11","2,18"
HISTÓRIA (LICENCIATURA),BA,0,2011,"1,71","1,40","0,67","4,52","0,21",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,JACOBINA,"5,00","3,33","2,00","2,64",31,41,2402,40,"3,06","1,72"
HISTÓRIA (LICENCIATURA),BA,0,2011,"1,36","0,96","0,00","4,77","1,20",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,SANTO ANTÔNIO DE JESUS,"5,00","1,79",Unidade com cursos não reconhecidos até 30/09/2012,"1,61",31,36,2402,40,"1,71","1,36"
HISTÓRIA (LICENCIATURA),BA,0,2011,"1,00","0,00","0,00","2,60","0,17",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,PÚBLICA,UNIVERSIDADES,CAETITÉ,"5,00","3,33",Unidade com cursos não reconhecidos até 30/09/2012,"2,03",57,66,2402,40,"2,81","1,02"
JORNALISMO,BA,0,2012,"1,86","2,65","2,98","0,00","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,JUAZEIRO,"0,00","2,40","2,00","1,38",34,38,803,40,"1,99","1,87"
ADMINISTRAÇÃO,DF,0,2012,"3,23","3,73","2,24","4,73","4,48",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","2,93","4,00","1,00",86,133,1,2,"2,16","3,26"
CIÊNCIAS CONTÁBEIS,DF,0,2012,"3,66","3,87","3,01","4,70","4,73",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","3,48","4,00","1,78",88,140,22,2,"2,80","3,68"
CIÊNCIAS ECONÔMICAS,DF,0,2012,"4,41","4,89","5,00","4,79","3,26",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","3,00","5,00","3,11",38,65,13,2,"3,05","4,41"
CIÊNCIAS SOCIAIS (BACHARELADO),DF,0,2011,"2,98","2,88","2,21","4,73","3,74",UNIVERSIDADE DE BRASÍLIA,UNB,1,PÚBLICA,UNIVERSIDADES,BRASÍLIA,"5,00","2,62","4,00","1,90",71,153,5401,2,"2,33","2,99"
DIREITO,DF,0,2012,"3,74","4,48","3,11","4,88","5,00",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","1,81","4,00","1,73",99,137,2,2,"1,78","3,74"
FILOSOFIA (LICENCIATURA),DF,0,2011,"2,97","2,75","2,38","4,70","3,87",UNIVERSIDADE DE BRASÍLIA,UNB,1,PÚBLICA,UNIVERSIDADES,BRASÍLIA,"5,00","2,37","4,00","1,40",26,92,3202,2,"1,98","2,99"
HISTÓRIA (LICENCIATURA),DF,0,2011,"2,40","2,37","0,78","4,76","3,90",UNIVERSIDADE DE BRASÍLIA,UNB,1,PÚBLICA,UNIVERSIDADES,BRASÍLIA,"5,00","2,54","3,00","1,93",44,98,2402,2,"2,29","2,41"
JORNALISMO,DF,0,2012,"3,53","3,52","3,35","4,72","3,55",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","2,38","4,00","2,81",27,38,803,2,"2,55","3,52"
PSICOLOGIA,DF,0,2012,"3,90","4,22","3,66","4,94","4,42",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","3,59","4,00","1,21",41,61,18,2,"2,64","3,93"
PUBLICIDADE E PROPAGANDA,DF,0,2012,"3,96","4,55","3,93","4,69","4,02",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","2,64","5,00","1,95",14,27,804,2,"2,36","3,97"
RELAÇÕES INTERNACIONAIS,DF,0,2012,"3,34","4,07","3,24","4,61","3,17",UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,BRASILIA,"5,00","2,00","4,00","0,63",43,57,81,2,"1,45","3,36"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"3,98","3,76","3,37","5,00","4,97",UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,1,Pública,Universidade,TEOFILO OTONI,"5,00","3,24","5,00","4,07",29,30,22,596,"3,57","3,96"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"3,11","2,41","3,05","5,00","2,29",UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,1,Pública,Universidade,TEOFILO OTONI,"5,00","3,13","4,00","3,06",37,37,13,596,"3,10","3,11"
ADMINISTRAÇÃO,MG,0,2012,"3,55","4,16","2,49","4,55","4,45",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,VICOSA,"5,00","2,70","4,00","3,45",59,60,1,8,"3,00","3,54"
ADMINISTRAÇÃO,MG,0,2012,"3,23","3,84","3,34","3,79","1,45",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,RIO PARANAIBA,"5,00","3,37","4,00","2,24",100,103,1,8,"2,91","3,25"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"3,32","3,77","2,66","4,52","3,94",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,VICOSA,"5,00","2,82","4,00","1,62",40,41,22,8,"2,34","3,34"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"3,42","3,09","2,94","4,68","3,94",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,VICOSA,"5,00","2,50","4,00","3,56",88,93,13,8,"2,92","3,40"
CIÊNCIAS SOCIAIS (LICENCIATURA),MG,0,2011,"2,59","2,32","2,32","4,39","3,15",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,PÚBLICA,UNIVERSIDADES,VIÇOSA,"5,00","0,62",Unidade com cursos não reconhecidos até 30/09/2012,"1,17",31,35,5402,8,"0,84","2,58"
DIREITO,MG,0,2012,"3,70","4,92","3,64","4,20","2,70",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,VICOSA,"5,00","1,44","4,00","3,20",59,60,2,8,"2,14","3,67"
HISTÓRIA (BACHARELADO),MG,0,2011,"2,41","2,32","1,61","3,49","2,66",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,PÚBLICA,UNIVERSIDADES,VIÇOSA,"5,00","1,92","3,00","2,69",26,41,2401,8,"2,23","2,40"
HISTÓRIA (LICENCIATURA),MG,0,2011,"2,07","1,94","0,43","4,49","2,93",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,PÚBLICA,UNIVERSIDADES,VIÇOSA,"5,00","2,30","3,00","2,84",25,33,2402,8,"2,51","2,07"
JORNALISMO,MG,0,2012,"2,10","1,61","1,28","4,72","3,05",UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,VICOSA,"5,00","0,42","3,00","1,53",38,40,803,8,"0,86","2,09"
ADMINISTRAÇÃO,MG,0,2012,"3,54","4,35","3,15","4,40","3,17",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","2,06","4,00","3,08",84,100,1,17,"2,47","3,52"
ADMINISTRAÇÃO,MG,0,2012,"2,98","3,30","2,39","5,00","2,33",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,ITUIUTABA,"5,00","2,29","4,00","2,83",41,41,1,17,"2,50","2,97"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"3,05","3,20","2,61","3,75","1,36",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,ITUIUTABA,"5,00","3,85","4,00","4,65",34,36,22,17,"4,17","3,04"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,51","2,94","2,12","3,63","0,64",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","1,95","3,00","3,87",83,93,22,17,"2,72","2,48"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"2,86","2,25","2,44","4,56","2,92",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","2,64","3,00","2,69",42,53,13,17,"2,66","2,86"
CIÊNCIAS SOCIAIS (LICENCIATURA),MG,0,2011,"1,89","0,00","0,00","5,00","4,78",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,PÚBLICA,UNIVERSIDADES,UBERLÂNDIA,"5,00","2,77","2,00","2,81",34,58,5402,17,"2,78","1,89"
DIREITO,MG,0,2012,"2,99","3,76","2,86","3,64","2,42",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","1,04","4,00","2,01",85,88,2,17,"1,43","2,98"
FILOSOFIA (LICENCIATURA),MG,0,2011,"3,07","2,55","2,24","5,00","3,86",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,PÚBLICA,UNIVERSIDADES,UBERLÂNDIA,"5,00","2,32","4,00","3,69",45,73,3202,17,"2,87","3,05"
HISTÓRIA (BACHARELADO),MG,0,2011,"2,30","2,77","3,35","0,00","0,00",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,PÚBLICA,UNIVERSIDADES,ITUIUTABA,"0,00","3,57","3,00","4,14",20,27,2401,17,"3,80","2,29"
HISTÓRIA (LICENCIATURA),MG,0,2011,"3,15","2,71","2,45","5,00","3,50",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,PÚBLICA,UNIVERSIDADES,ITUIUTABA,"5,00","4,09","4,00","2,22",20,27,2402,17,"3,34","3,18"
HISTÓRIA (LICENCIATURA),MG,0,2011,"2,63","1,65","0,67","5,00","5,00",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,PÚBLICA,UNIVERSIDADES,UBERLÂNDIA,"5,00","4,23","3,00","3,28",79,119,2402,17,"3,85","2,64"
JORNALISMO,MG,0,2012,"4,47","4,77","4,62","5,00","3,72",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","3,52","5,00","4,31",40,42,803,17,"3,83","4,45"
PSICOLOGIA,MG,0,2012,"2,07","1,35","0,78","4,70","3,86",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","0,80","3,00","2,19",39,45,18,17,"1,36","2,05"
RELAÇÕES INTERNACIONAIS,MG,0,2012,"4,12","4,28","4,53","4,66","2,89",UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,UBERLANDIA,"5,00","3,37","5,00","3,62",40,43,81,17,"3,47","4,12"
PSICOLOGIA,MG,0,2012,"4,00","4,91","4,27","5,00","2,40",UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,1,Pública,Universidade,UBERABA,"5,00","3,48","5,00","2,01",63,67,18,597,"2,89","4,02"
ADMINISTRAÇÃO,TO,0,2012,"2,49","2,47","1,50","4,76","2,67",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,Pública,Universidade,PALMAS,"5,00","2,55","3,00","2,04",36,46,1,3849,"2,34","2,50"
CIÊNCIAS CONTÁBEIS,TO,0,2012,"1,91","2,02","1,40","2,83","1,06",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,Pública,Universidade,PALMAS,"5,00","2,35","2,00","1,25",29,42,22,3849,"1,91","1,93"
CIÊNCIAS ECONÔMICAS,TO,0,2012,"3,36","2,91","3,79","5,00","2,27",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,Pública,Universidade,PALMAS,"5,00","2,20","4,00","2,62",24,37,13,3849,"2,37","3,35"
CIÊNCIAS SOCIAIS (LICENCIATURA),TO,0,2011,"3,72","3,70","4,07","5,00","1,67",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,PÚBLICA,UNIVERSIDADES,TOCANTINÓPOLIS,"5,00","3,71","4,00","3,65",34,72,5402,3849,"3,69","3,72"
DIREITO,TO,0,2012,"3,10","4,00","3,20","3,52","1,39",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,Pública,Universidade,PALMAS,"5,00","2,66","4,00","1,69",37,54,2,3849,"2,27","3,11"
HISTÓRIA (LICENCIATURA),TO,0,2011,"3,17","2,55","2,75","4,72","3,10",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,PÚBLICA,UNIVERSIDADES,ARAGUAÍNA,"5,00","3,11","4,00","3,62",25,40,2402,3849,"3,32","3,16"
HISTÓRIA (LICENCIATURA),TO,0,2011,"2,58","2,02","2,12","4,77","2,40",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,PÚBLICA,UNIVERSIDADES,PORTO NACIONAL,"5,00","2,25","3,00","2,32",16,27,2402,3849,"2,28","2,58"
JORNALISMO,TO,0,2012,"3,31","3,08","3,47","4,74","3,26",FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,Pública,Universidade,PALMAS,"5,00","2,81","4,00","0,65",32,40,803,3849,"1,94","3,34"
ADMINISTRAÇÃO,MG,0,2012,"3,36","3,57","2,56","4,27","3,93",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,Pública,Universidade,SAO JOAO DEL REI,"5,00","2,88","4,00","3,27",77,83,1,107,"3,04","3,35"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"3,35","3,54","2,67","3,40","3,91",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,Pública,Universidade,SAO JOAO DEL REI,"5,00","3,16","4,00","3,41",35,44,22,107,"3,26","3,35"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"3,05","2,41","2,89","4,17","3,53",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,Pública,Universidade,SAO JOAO DEL REI,"5,00","2,14","4,00","2,35",58,61,13,107,"2,23","3,05"
FILOSOFIA (LICENCIATURA),MG,0,2011,"3,21","2,74","2,79","4,65","3,16",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,PÚBLICA,UNIVERSIDADES,SÃO JOÃO DEL REI,"5,00","2,53","4,00","3,93",25,37,3202,107,"3,09","3,19"
HISTÓRIA (LICENCIATURA),MG,0,2011,"3,56","3,61","2,90","5,00","3,81",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,PÚBLICA,UNIVERSIDADES,SÃO JOÃO DEL REI,"5,00","2,64","4,00","4,03",34,40,2402,107,"3,20","3,54"
JORNALISMO,MG,0,2012,"4,33","4,51","4,40","5,00","3,49",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,Pública,Universidade,SAO JOAO DEL REI,"5,00","4,06","5,00","4,12",55,62,803,107,"4,09","4,33"
PSICOLOGIA,MG,0,2012,"3,39","2,96","2,86","4,42","3,92",UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,Pública,Universidade,SAO JOAO DEL REI,"5,00","3,63","4,00","3,03",57,66,18,107,"3,39","3,40"
ADMINISTRAÇÃO,SP,0,2012,"4,36","5,00","3,81","5,00","5,00",UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,1,Pública,Universidade,SOROCABA,"5,00","3,57","5,00","3,45",62,67,1,7,"3,52","4,36"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"3,89","4,12","3,88","4,84","3,84",UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,1,Pública,Universidade,SOROCABA,"5,00","3,00","4,00","2,25",58,59,13,7,"2,70","3,90"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"3,11","2,83","1,82","4,85","4,37",UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,1,PÚBLICA,UNIVERSIDADES,SÃO CARLOS,"5,00","2,71","4,00","4,08",91,96,5401,7,"3,25","3,09"
FILOSOFIA (BACHARELADO),SP,0,2011,"4,01","4,69","4,16","5,00","3,92",UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,1,PÚBLICA,UNIVERSIDADES,SÃO CARLOS,"5,00","0,77",Unidade com cursos não reconhecidos até 30/09/2012,"3,00",29,30,3201,7,"1,66","3,98"
PSICOLOGIA,SP,0,2012,"2,94","2,84","1,92","4,68","4,40",UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,1,Pública,Universidade,SAO CARLOS,"5,00","1,05","3,00","3,13",42,44,18,7,"1,89","2,91"
ADMINISTRAÇÃO,SC,1,2012,"3,75","4,15","2,95","4,63","4,20",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,FLORIANOPOLIS,"5,00","3,54","4,00","3,64",175,203,1,585,"3,58","3,75"
CIÊNCIAS CONTÁBEIS,SC,1,2012,"3,67","3,49","2,85","4,51","5,00",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,FLORIANOPOLIS,"5,00","2,82","4,00","3,97",151,216,22,585,"3,28","3,65"
CIÊNCIAS ECONÔMICAS,SC,1,2012,"2,70","2,02","2,22","4,33","3,65",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,FLORIANOPOLIS,"5,00","1,44","3,00","2,25",152,189,13,585,"1,76","2,69"
CIÊNCIAS SOCIAIS (BACHARELADO),SC,1,2011,"3,28","3,19","2,74","4,35","3,64",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,"5,00","2,32","4,00","3,43",48,113,5401,585,"2,76","3,26"
CIÊNCIAS SOCIAIS (LICENCIATURA),SC,1,2011,"3,44","3,20","3,00","4,59","3,89",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,"5,00","2,73","4,00","3,20",48,113,5402,585,"2,92","3,43"
DIREITO,SC,1,2012,"3,38","3,92","2,65","3,84","4,32",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,FLORIANOPOLIS,"5,00","2,19","4,00","2,55",168,203,2,585,"2,34","3,37"
FILOSOFIA (BACHARELADO),SC,1,2011,"3,99","3,88","3,75","4,56","4,16",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,"5,00","3,12","5,00","4,41",25,97,3201,585,"3,64","3,98"
FILOSOFIA (LICENCIATURA),SC,1,2011,"3,82","3,28","3,48","4,84","4,42",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,"5,00","3,25","4,00","4,02",25,98,3202,585,"3,56","3,81"
HISTÓRIA (BACHARELADO),SC,1,2011,"2,42","1,56","1,01","4,51","3,75",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,"5,00","2,74","3,00","3,65",25,48,2401,585,"3,10","2,41"
HISTÓRIA (LICENCIATURA),SC,1,2011,"2,05","1,23","0,00","4,83","3,86",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,"5,00","3,30","3,00","3,23",32,46,2402,585,"3,27","2,05"
JORNALISMO,SC,1,2012,"2,02","0,00","0,00","4,78","4,99",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,FLORIANOPOLIS,"5,00","3,57","3,00","3,60",58,69,803,585,"3,58","2,02"
PSICOLOGIA,SC,1,2012,"3,35","2,87","2,47","4,71","4,41",UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,FLORIANOPOLIS,"5,00","4,17","4,00","2,83",79,91,18,585,"3,63","3,37"
ADMINISTRAÇÃO,SE,0,2012,"2,71","2,99","2,78","3,61","2,53",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","1,48","3,00","0,00",85,123,1,3,"0,89","2,73"
ADMINISTRAÇÃO,SE,0,2012,"2,52","2,62","2,71","4,38","1,17",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,ITABAIANA,"5,00","2,12","3,00","0,21",28,53,1,3,"1,35","2,55"
CIÊNCIAS CONTÁBEIS,SE,0,2012,"2,10","2,38","2,05","2,26","1,38",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","1,84","3,00","0,27",69,100,22,3,"1,21","2,13"
CIÊNCIAS CONTÁBEIS,SE,0,2012,"1,64","1,15","0,74","4,35","0,35",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,ITABAIANA,"5,00","3,21","2,00","2,06",33,54,22,3,"2,75","1,66"
CIÊNCIAS ECONÔMICAS,SE,0,2012,"2,48","1,49","2,26","3,64","2,53",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","2,28","3,00","2,61",78,121,13,3,"2,41","2,48"
CIÊNCIAS SOCIAIS (BACHARELADO),SE,0,2011,"2,48","2,22","1,67","4,49","3,95",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,PÚBLICA,UNIVERSIDADES,SÃO CRISTÓVÃO,"5,00","1,29","3,00","0,66",34,50,5401,3,"1,03","2,49"
DIREITO,SE,0,2012,"2,48","3,05","1,97","3,78","2,74",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","1,48","3,00","0,00",74,104,2,3,"0,89","2,50"
FILOSOFIA (LICENCIATURA),SE,0,2011,"2,82","2,19","2,48","4,17","3,96",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,PÚBLICA,UNIVERSIDADES,SÃO CRISTÓVÃO,"5,00","2,36","3,00","0,79",26,46,3202,3,"1,73","2,85"
HISTÓRIA (LICENCIATURA),SE,0,2011,"3,18","3,01","2,78","4,59","3,39",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,PÚBLICA,UNIVERSIDADES,SÃO CRISTÓVÃO,"5,00","2,75","4,00","2,22",73,100,2402,3,"2,54","3,18"
JORNALISMO,SE,0,2012,"2,38","2,10","2,25","2,45","2,48",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","2,37","3,00","0,86",45,57,803,3,"1,77","2,41"
PSICOLOGIA,SE,0,2012,"3,85","4,10","4,11","4,24","4,27",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","3,08","4,00","0,41",39,48,18,3,"2,01","3,89"
PUBLICIDADE E PROPAGANDA,SE,0,2012,"3,16","3,98","3,62","1,99","2,63",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","2,08","4,00","0,30",44,59,804,3,"1,37","3,19"
RELAÇÕES INTERNACIONAIS,SE,0,2012,"2,70","3,25","2,75","4,30","1,82",UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SAO CRISTOVAO,"5,00","1,07","3,00","0,47",43,63,81,3,"0,83","2,71"
ADMINISTRAÇÃO,RJ,0,2012,"3,68","4,31","3,13","4,80","4,36",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,1,Pública,Universidade,SEROPEDICA,"5,00","1,61","4,00","2,79",513,1381,1,574,"2,08","3,66"
ADMINISTRAÇÃO,RJ,0,2012,"2,97","2,82","1,82","4,87","4,06",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,1,Pública,Universidade,NOVA IGUACU,"5,00","2,43","4,00","3,23",92,96,1,574,"2,75","2,96"
CIÊNCIAS ECONÔMICAS,RJ,0,2012,"2,71","2,01","2,00","4,95","3,17",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,1,Pública,Universidade,NOVA IGUACU,"5,00","2,26","3,00","2,82",93,98,13,574,"2,48","2,70"
CIÊNCIAS ECONÔMICAS,RJ,0,2012,"2,62","1,91","2,11","4,74","3,38",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,1,Pública,Universidade,SEROPEDICA,"5,00","0,61","3,00","2,85",87,91,13,574,"1,50","2,58"
HISTÓRIA (LICENCIATURA),RJ,0,2011,"3,60","3,47","2,85","4,84","4,14",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,1,PÚBLICA,UNIVERSIDADES,SEROPÉDICA,"5,00","3,07","4,00","4,27",39,43,2402,574,"3,55","3,58"
